id,year,state_abbr,race_id,population
1046,2014,ID,2,20363
1047,2014,ID,3,21749
1048,2014,ID,4,2177
1049,2014,ID,5,39556
1050,2015,ID,0,1482914
1051,2015,ID,1,9900
1052,2015,ID,2,20504
1053,2015,ID,3,21711
1054,2015,ID,4,1921
1055,2015,ID,5,41226
1056,2016,ID,0,1493155
1057,2016,ID,1,10433
1058,2016,ID,2,21454
1059,2016,ID,3,21630
1060,2016,ID,4,2003
1061,2016,ID,5,42050
1062,2017,ID,0,1507880
1063,2017,ID,1,11231
1064,2017,ID,2,21323
1065,2017,ID,3,22720
1066,2017,ID,4,2343
1067,2017,ID,5,43914
1068,2018,ID,0,1527262
1069,2018,ID,1,11536
1070,2018,ID,2,22790
1071,2018,ID,3,23758
1072,2018,ID,4,2761
1073,2018,ID,5,46592
1074,2019,ID,0,1545409
1075,2019,ID,1,11918
1076,2019,ID,2,23136
1077,2019,ID,3,24287
1078,2019,ID,4,2755
1079,2019,ID,5,50569
1080,2020,ID,0,1550979
1081,2020,ID,1,11536
1082,2020,ID,2,23029
1083,2020,ID,3,24501
1084,2020,ID,4,3174
1085,2020,ID,5,75096
1086,2021,ID,0,1567799
1087,2021,ID,1,12242
1088,2021,ID,2,22799
1089,2021,ID,3,24616
1090,2021,ID,4,3016
1091,2021,ID,5,103310
1092,2009,IL,0,9190854
1093,2009,IL,1,1875767
1094,2009,IL,2,23208
1095,2009,IL,3,538728
1096,2009,IL,4,3459
1097,2009,IL,5,208058
1098,2010,IL,0,9136680
1099,2010,IL,1,1860305
1100,2010,IL,2,24729
1101,2010,IL,3,571537
1102,2010,IL,4,3290
1103,2010,IL,5,221214
1104,2011,IL,0,9214977
1105,2011,IL,1,1859608
1106,2011,IL,2,25216
1107,2011,IL,3,583302
1108,2011,IL,4,3185
1109,2011,IL,5,234125
1110,2012,IL,0,9298731
1111,2012,IL,1,1860471
1112,2012,IL,2,26669
1113,2012,IL,3,595110
1114,2012,IL,4,2907
1115,2012,IL,5,250627
1116,2013,IL,0,9320910
1117,2013,IL,1,1851524
1118,2013,IL,2,27548
1119,2013,IL,3,609923
1120,2013,IL,4,2979
1121,2013,IL,5,265702
1122,2014,IL,0,9331376
1123,2014,IL,1,1849054
1124,2014,IL,2,28535
1125,2014,IL,3,627402
1126,2014,IL,4,3240
1127,2014,IL,5,277892
1128,2015,IL,0,9312771
1129,2015,IL,1,1846108
1130,2015,IL,2,28363
1131,2015,IL,3,645642
1132,2015,IL,4,3407
1133,2015,IL,5,289537
1134,2016,IL,0,9270907
1135,2016,IL,1,1837612
1136,2016,IL,2,29399
1137,2016,IL,3,655799
1138,2016,IL,4,4186
1139,2016,IL,5,300222
1140,2017,IL,0,9236701
1141,2017,IL,1,1833501
1142,2017,IL,2,29696
1143,2017,IL,3,671811
1144,2017,IL,4,4275
1145,2017,IL,5,311397
1146,2018,IL,0,9189185
1147,2018,IL,1,1824125
1148,2018,IL,2,31864
1149,2018,IL,3,690822
1150,2018,IL,4,4582
1151,2018,IL,5,318413
1152,2019,IL,0,9134903
1153,2019,IL,1,1813590
1154,2019,IL,2,33460
1155,2019,IL,3,698524
1156,2019,IL,4,4477
1157,2019,IL,5,328446
1158,2020,IL,0,8874067
1159,2020,IL,1,1796660
1160,2020,IL,2,33972
1161,2020,IL,3,709567
1162,2020,IL,4,5196
1163,2020,IL,5,539552
1164,2021,IL,0,8699413
1165,2021,IL,1,1804013
1166,2021,IL,2,42714
1167,2021,IL,3,725482
1168,2021,IL,4,5111
1169,2021,IL,5,749100
1170,2009,IN,0,5436153
1171,2009,IN,1,548998
1172,2009,IN,2,14492
1173,2009,IN,3,85470
1174,2009,IN,4,1463
1175,2009,IN,5,111612
1176,2010,IN,0,5461258
1177,2010,IN,1,572352
1178,2010,IN,2,14487
1179,2010,IN,3,96189
1180,2010,IN,4,1510
1181,2010,IN,5,122645
1182,2011,IN,0,5482893
1183,2011,IN,1,576304
1184,2011,IN,2,14772
1185,2011,IN,3,99194
1186,2011,IN,4,1233
1187,2011,IN,5,131771
1188,2012,IN,0,5500814
1189,2012,IN,1,582691
1190,2012,IN,2,15241
1191,2012,IN,3,102713
1192,2012,IN,4,1533
1193,2012,IN,5,136627
1194,2013,IN,0,5510618
1195,2013,IN,1,592954
1196,2013,IN,2,14975
1197,2013,IN,3,107563
1198,2013,IN,4,1852
1199,2013,IN,5,136702
1200,2014,IN,0,5519313
1201,2014,IN,1,598423
1202,2014,IN,2,15286
1203,2014,IN,3,114674
1204,2014,IN,4,2076
1205,2014,IN,5,141137
1206,2015,IN,0,5529201
1207,2015,IN,1,603014
1208,2015,IN,2,14793
1209,2015,IN,3,121729
1210,2015,IN,4,2285
1211,2015,IN,5,145601
1212,2016,IN,0,5534759
1213,2016,IN,1,608226
1214,2016,IN,2,15799
1215,2016,IN,3,130232
1216,2016,IN,4,2746
1217,2016,IN,5,146316
1218,2017,IN,0,5546787
1219,2017,IN,1,613060
1220,2017,IN,2,15027
1221,2017,IN,3,137680
1222,2017,IN,4,2635
1223,2017,IN,5,153438
1224,2018,IN,0,5548277
1225,2018,IN,1,619472
1226,2018,IN,2,14925
1227,2018,IN,3,144991
1228,2018,IN,4,2818
1229,2018,IN,5,162295
1230,2019,IN,0,5553391
1231,2019,IN,1,626587
1232,2019,IN,2,15782
1233,2019,IN,3,151979
1234,2019,IN,4,2506
1235,2019,IN,5,169711
1236,2020,IN,0,5510354
1237,2020,IN,1,631923
1238,2020,IN,2,14030
1239,2020,IN,3,158705
1240,2020,IN,4,2205
1241,2020,IN,5,222591
1242,2021,IN,0,5483296
1243,2021,IN,1,635076
1244,2021,IN,2,11399
1245,2021,IN,3,163657
1246,2021,IN,4,2276
1247,2021,IN,5,287953
1248,2009,KS,0,2382407
1249,2009,KS,1,157121
1250,2009,KS,2,22722
1251,2009,KS,3,60235
1252,2009,KS,4,1614
1253,2009,KS,5,72533
1254,2010,KS,0,2391786
1255,2010,KS,1,161768
1256,2010,KS,2,24422
1257,2010,KS,3,66119
1258,2010,KS,4,1625
1259,2010,KS,5,82469
1260,2011,KS,0,2412703
1261,2011,KS,1,163063
1262,2011,KS,2,23860
1263,2011,KS,3,67532
1264,2011,KS,4,1734
1265,2011,KS,5,85765
1266,2012,KS,0,2435253
1267,2012,KS,1,164177
1268,2012,KS,2,23435
1269,2012,KS,3,68683
1270,2012,KS,4,1603
1271,2012,KS,5,88695
1272,2013,KS,0,2449273
1273,2013,KS,1,164299
1274,2013,KS,2,23958
1275,2013,KS,3,70408
1276,2013,KS,4,1887
1277,2013,KS,5,92475
1278,2014,KS,0,2457815
1279,2014,KS,1,167220
1280,2014,KS,2,23727
1281,2014,KS,3,72568
1282,2014,KS,4,1655
1283,2014,KS,5,95030
1284,2015,KS,0,2464566
1285,2015,KS,1,168402
1286,2015,KS,2,24022
1287,2015,KS,3,75653
1288,2015,KS,4,1796
1289,2015,KS,5,95365
1290,2016,KS,0,2468923
1291,2016,KS,1,167706
1292,2016,KS,2,23871
1293,2016,KS,3,77605
1294,2016,KS,4,1874
1295,2016,KS,5,96030
1296,2017,KS,0,2465518
1297,2017,KS,1,168470
1298,2017,KS,2,23503
1299,2017,KS,3,80738
1300,2017,KS,4,1923
1301,2017,KS,5,98415
1302,2018,KS,0,2460619
1303,2018,KS,1,169801
1304,2018,KS,2,24050
1305,2018,KS,3,83531
1306,2018,KS,4,2143
1307,2018,KS,5,101044
1308,2019,KS,0,2455935
1309,2019,KS,1,170291
1310,2019,KS,2,24010
1311,2019,KS,3,85794
1312,2019,KS,4,2382
1313,2019,KS,5,100557
1314,2020,KS,0,2416165
1315,2020,KS,1,165837
1316,2020,KS,2,22278
1317,2020,KS,3,87093
1318,2020,KS,4,2344
1319,2020,KS,5,140045
1320,2021,KS,0,2386766
1321,2021,KS,1,165291
1322,2021,KS,2,21657
1323,2021,KS,3,87946
1324,2021,KS,4,2196
1325,2021,KS,5,179456
1326,2009,KY,0,3783499
1327,2009,KY,1,318974
1328,2009,KY,2,8193
1329,2009,KY,3,42896
1330,2009,KY,4,2839
1331,2009,KY,5,58212
1332,2010,KY,0,3792514
1333,2010,KY,1,330764
1334,2010,KY,2,8794
1335,2010,KY,3,45604
1336,2010,KY,4,2674
1337,2010,KY,5,65300
1338,2011,KY,0,3808381
1339,2011,KY,1,336628
1340,2011,KY,2,8913
1341,2011,KY,3,47754
1342,2011,KY,4,2403
1343,2011,KY,5,69194
1344,2012,KY,0,3823344
1345,2012,KY,1,339228
1346,2012,KY,2,8607
1347,2012,KY,3,49681
1348,2012,KY,4,2370
1349,2012,KY,5,74380
1350,2013,KY,0,3835013
1351,2013,KY,1,341576
1352,2013,KY,2,8811
1353,2013,KY,3,51411
1354,2013,KY,4,2019
1355,2013,KY,5,80523
1356,2014,KY,0,3845535
1357,2014,KY,1,345035
1358,2014,KY,2,9000
1359,2014,KY,3,53448
1360,2014,KY,4,2109
1361,2014,KY,5,86627
1362,2015,KY,0,3851591
1363,2015,KY,1,347034
1364,2015,KY,2,9063
1365,2015,KY,3,55483
1366,2015,KY,4,2197
1367,2015,KY,5,90836
1368,2016,KY,0,3859516
1369,2016,KY,1,350242
1370,2016,KY,2,9052
1371,2016,KY,3,57084
1372,2016,KY,4,2584
1373,2016,KY,5,92837
1374,2017,KY,0,3862600
1375,2017,KY,1,353088
1376,2017,KY,2,9324
1377,2017,KY,3,59593
1378,2017,KY,4,2271
1379,2017,KY,5,96303
1380,2018,KY,0,3866676
1381,2018,KY,1,354112
1382,2018,KY,2,9888
1383,2018,KY,3,62802
1384,2018,KY,4,2814
1385,2018,KY,5,99826
1386,2019,KY,0,3868479
1387,2019,KY,1,358928
1388,2019,KY,2,9386
1389,2019,KY,3,65191
1390,2019,KY,4,3182
1391,2019,KY,5,100285
1392,2020,KY,0,3848305
1393,2020,KY,1,361230
1394,2020,KY,2,8364
1395,2020,KY,3,68139
1396,2020,KY,4,3033
1397,2020,KY,5,124716
1398,2021,KY,0,3842383
1399,2021,KY,1,361703
1400,2021,KY,2,7114
1401,2021,KY,3,68737
1402,2021,KY,4,3961
1403,2021,KY,5,158878
1404,2009,LA,0,2821956
1405,2009,LA,1,1405639
1406,2009,LA,2,24909
1407,2009,LA,3,63304
1408,2009,LA,4,1031
1409,2009,LA,5,52208
1410,2010,LA,0,2819074
1411,2010,LA,1,1405685
1412,2010,LA,2,27352
1413,2010,LA,3,67210
1414,2010,LA,4,1416
1415,2010,LA,5,58860
1416,2011,LA,0,2838981
1417,2011,LA,1,1429820
1418,2011,LA,2,28154
1419,2011,LA,3,69355
1420,2011,LA,4,1719
1421,2011,LA,5,65516
1422,2012,LA,0,2856883
1423,2012,LA,1,1450992
1424,2012,LA,2,28702
1425,2012,LA,3,71460
1426,2012,LA,4,1826
1427,2012,LA,5,69984
1428,2013,LA,0,2874235
1429,2013,LA,1,1463345
1430,2013,LA,2,28466
1431,2013,LA,3,73460
1432,2013,LA,4,2141
1433,2013,LA,5,75179
1434,2014,LA,0,2890570
1435,2014,LA,1,1477781
1436,2014,LA,2,28807
1437,2014,LA,3,75409
1438,2014,LA,4,1671
1439,2014,LA,5,77809
1440,2015,LA,0,2902538
1441,2015,LA,1,1484363
1442,2015,LA,2,27238
1443,2015,LA,3,77818
1444,2015,LA,4,1824
1445,2015,LA,5,83877
1446,2016,LA,0,2909290
1447,2016,LA,1,1494201
1448,2016,LA,2,26403
1449,2016,LA,3,78719
1450,2016,LA,4,1464
1451,2016,LA,5,85159
1452,2017,LA,0,2909599
1453,2017,LA,1,1500648
1454,2017,LA,2,27094
1455,2017,LA,3,80980
1456,2017,LA,4,1401
1457,2017,LA,5,87523
1458,2018,LA,0,2901106
1459,2018,LA,1,1502916
1460,2018,LA,2,26272
1461,2018,LA,3,79872
1462,2018,LA,4,1468
1463,2018,LA,5,91563
1464,2019,LA,0,2892275
1465,2019,LA,1,1502963
1466,2019,LA,2,26361
1467,2019,LA,3,80806
1468,2019,LA,4,1406
1469,2019,LA,5,94959
1470,2020,LA,0,2856904
1471,2020,LA,1,1500633
1472,2020,LA,2,25938
1473,2020,LA,3,80930
1474,2020,LA,4,1743
1475,2020,LA,5,125653
1476,2021,LA,0,2805875
1477,2021,LA,1,1486002
1478,2021,LA,2,25550
1479,2021,LA,3,80438
1480,2021,LA,4,2172
1481,2021,LA,5,177641
1482,2009,MA,0,5390474
1483,2009,MA,1,399224
1484,2009,MA,2,12811
1485,2009,MA,3,312147
1486,2009,MA,4,2346
1487,2009,MA,5,123134
1488,2010,MA,0,5289078
1489,2010,MA,1,422303
1490,2010,MA,2,12584
1491,2010,MA,3,335906
1492,2010,MA,4,2281
1493,2010,MA,5,144079
1494,2011,MA,0,5294754
1495,2011,MA,1,431907
1496,2011,MA,2,12238
1497,2011,MA,3,345422
1498,2011,MA,4,1711
1499,2011,MA,5,155263
1500,2012,MA,0,5310948
1501,2012,MA,1,446347
1502,2012,MA,2,12908
1503,2012,MA,3,357354
1504,2012,MA,4,1576
1505,2012,MA,5,167819
1506,2013,MA,0,5318548
1507,2013,MA,1,454887
1508,2013,MA,2,12956
1509,2013,MA,3,368178
1510,2013,MA,4,1876
1511,2013,MA,5,180738
1512,2014,MA,0,5326774
1513,2014,MA,1,465792
1514,2014,MA,2,13642
1515,2014,MA,3,384642
1516,2014,MA,4,1645
1517,2014,MA,5,190267
1518,2015,MA,0,5334859
1519,2015,MA,1,478947
1520,2015,MA,2,13189
1521,2015,MA,3,400675
1522,2015,MA,4,1644
1523,2015,MA,5,194677
1524,2016,MA,0,5343665
1525,2016,MA,1,489233
1526,2016,MA,2,13931
1527,2016,MA,3,411736
1528,2016,MA,4,2002
1529,2016,MA,5,203014
1530,2017,MA,0,5358373
1531,2017,MA,1,499774
1532,2017,MA,2,14336
1533,2017,MA,3,426225
1534,2017,MA,4,2253
1535,2017,MA,5,209523
1536,2018,MA,0,5360006
1537,2018,MA,1,510558
1538,2018,MA,2,14493
1539,2018,MA,3,442574
1540,2018,MA,4,2329
1541,2018,MA,5,215493
1542,2019,MA,0,5348538
1543,2019,MA,1,522357
1544,2019,MA,2,14764
1545,2019,MA,3,452436
1546,2019,MA,4,2804
1547,2019,MA,5,223035
1548,2020,MA,0,5261787
1549,2020,MA,1,513369
1550,2020,MA,2,13999
1551,2020,MA,3,466044
1552,2020,MA,4,2786
1553,2020,MA,5,328244
1554,2021,MA,0,5211704
1555,2021,MA,1,511394
1556,2021,MA,2,14939
1557,2021,MA,3,480944
1558,2021,MA,4,2406
1559,2021,MA,5,451680
1560,2009,MD,0,3433516
1561,2009,MD,1,1625880
1562,2009,MD,2,15394
1563,2009,MD,3,277732
1564,2009,MD,4,3010
1565,2009,MD,5,114120
1566,2010,MD,0,3396216
1567,2010,MD,1,1665235
1568,2010,MD,2,16213
1569,2010,MD,3,304574
1570,2010,MD,4,2977
1571,2010,MD,5,132256
1572,2011,MD,0,3397326
1573,2011,MD,1,1683842
1574,2011,MD,2,16603
1575,2011,MD,3,312883
1576,2011,MD,4,2708
1577,2011,MD,5,139300
1578,2012,MD,0,3408049
1579,2012,MD,1,1700174
1580,2012,MD,2,17323
1581,2012,MD,3,323363
1582,2012,MD,4,2419
1583,2012,MD,5,152556
1584,2013,MD,0,3406243
1585,2013,MD,1,1717582
1586,2013,MD,2,17535
1587,2013,MD,3,332620
1588,2013,MD,4,2570
1589,2013,MD,5,162105
1590,2014,MD,0,3418336
1591,2014,MD,1,1737155
1592,2014,MD,2,16429
1593,2014,MD,3,344956
1594,2014,MD,4,2425
1595,2014,MD,5,169506
1596,2015,MD,0,3416107
1597,2015,MD,1,1750916
1598,2015,MD,2,15579
1599,2015,MD,3,357616
1600,2015,MD,4,2754
1601,2015,MD,5,175652
1602,2016,MD,0,3408240
1603,2016,MD,1,1765926
1604,2016,MD,2,15946
1605,2016,MD,3,362259
1606,2016,MD,4,2792
1607,2016,MD,5,186153
1608,2017,MD,0,3395212
1609,2017,MD,1,1782256
1610,2017,MD,2,16281
1611,2017,MD,3,373065
1612,2017,MD,4,2830
1613,2017,MD,5,189601
1614,2018,MD,0,3373181
1615,2018,MD,1,1788090
1616,2018,MD,2,15644
1617,2018,MD,3,374277
1618,2018,MD,4,3059
1619,2018,MD,5,199369
1620,2019,MD,0,3343003
1621,2019,MD,1,1799094
1622,2019,MD,2,16762
1623,2019,MD,3,378126
1624,2019,MD,4,3034
1625,2019,MD,5,206692
1626,2020,MD,0,3275048
1627,2020,MD,1,1803128
1628,2020,MD,2,15860
1629,2020,MD,3,384429
1630,2020,MD,4,2650
1631,2020,MD,5,271139
1632,2021,MD,0,3238671
1633,2021,MD,1,1833987
1634,2021,MD,2,17266
1635,2021,MD,3,397087
1636,2021,MD,4,2928
1637,2021,MD,5,331775
1638,2009,ME,0,1254176
1639,2009,ME,1,15458
1640,2009,ME,2,6636
1641,2009,ME,3,12384
1642,2009,ME,4,287
1643,2009,ME,5,22897
1644,2010,ME,0,1268805
1645,2010,ME,1,13903
1646,2010,ME,2,7002
1647,2010,ME,3,13432
1648,2010,ME,4,438
1649,2010,ME,5,19953
1650,2011,ME,0,1268113
1651,2011,ME,1,13979
1652,2011,ME,2,7124
1653,2011,ME,3,13745
1654,2011,ME,4,310
1655,2011,ME,5,21651
1656,2012,ME,0,1266435
1657,2012,ME,1,14338
1658,2012,ME,2,7168
1659,2012,ME,3,13971
1660,2012,ME,4,288
1661,2012,ME,5,23528
1662,2013,ME,0,1264047
1663,2013,ME,1,14637
1664,2013,ME,2,7364
1665,2013,ME,3,14391
1666,2013,ME,4,246
1667,2013,ME,5,24073
1668,2014,ME,0,1262817
1669,2014,ME,1,14865
1670,2014,ME,2,7552
1671,2014,ME,3,14610
1672,2014,ME,4,198
1673,2014,ME,5,25242
1674,2015,ME,0,1262026
1675,2015,ME,1,15037
1676,2015,ME,2,7811
1677,2015,ME,3,14590
1678,2015,ME,4,187
1679,2015,ME,5,26298
1680,2016,ME,0,1260476
1681,2016,ME,1,16303
1682,2016,ME,2,8013
1683,2016,ME,3,14643
1684,2016,ME,4,211
1685,2016,ME,5,27126
1686,2017,ME,0,1258918
1687,2017,ME,1,16906
1688,2017,ME,2,8212
1689,2017,ME,3,14804
1690,2017,ME,4,249
1691,2017,ME,5,28102
1692,2018,ME,0,1259217
1693,2018,ME,1,17881
1694,2018,ME,2,8302
1695,2018,ME,3,14917
1696,2018,ME,4,318
1697,2018,ME,5,29208
1698,2019,ME,0,1259522
1699,2019,ME,1,18468
1700,2019,ME,2,8660
1701,2019,ME,3,15109
1702,2019,ME,4,396
1703,2019,ME,5,29796
1704,2020,ME,0,1256030
1705,2020,ME,1,18635
1706,2020,ME,2,8894
1707,2020,ME,3,15270
1708,2020,ME,4,190
1709,2020,ME,5,36960
1710,2021,ME,0,1261097
1711,2021,ME,1,19525
1712,2021,ME,2,7578
1713,2021,ME,3,14917
1714,2021,ME,4,228
1715,2021,ME,5,46901
1716,2009,MI,0,7999359
1717,2009,MI,1,1405515
1718,2009,MI,2,52270
1719,2009,MI,3,235442
1720,2009,MI,4,2930
1721,2009,MI,5,188168
1722,2010,MI,0,7895340
1723,2010,MI,1,1401616
1724,2010,MI,2,54502
1725,2010,MI,3,242886
1726,2010,MI,4,2722
1727,2010,MI,5,210788
1728,2011,MI,0,7869573
1729,2011,MI,1,1395245
1730,2011,MI,2,54638
1731,2011,MI,3,244623
1732,2011,MI,4,2690
1733,2011,MI,5,223540
1734,2012,MI,0,7852317
1735,2012,MI,1,1391269
1736,2012,MI,2,55723
1737,2012,MI,3,245587
1738,2012,MI,4,2678
1739,2012,MI,5,234380
1740,2013,MI,0,7841011
1741,2013,MI,1,1385154
1742,2013,MI,2,54881
1743,2013,MI,3,251175
1744,2013,MI,4,2230
1745,2013,MI,5,243968
1746,2014,MI,0,7829621
1747,2014,MI,1,1383205
1748,2014,MI,2,54960
1749,2014,MI,3,258567
1750,2014,MI,4,1995
1751,2014,MI,5,253535
1752,2015,MI,0,7823875
1753,2015,MI,1,1381388
1754,2015,MI,2,53951
1755,2015,MI,3,268766
1756,2015,MI,4,2083
1757,2015,MI,5,261324
1758,2016,MI,0,7817827
1759,2016,MI,1,1376446
1760,2016,MI,2,52891
1761,2016,MI,3,276769
1762,2016,MI,4,2492
1763,2016,MI,5,271798
1764,2017,MI,0,7813199
1765,2017,MI,1,1374515
1766,2017,MI,2,51804
1767,2017,MI,3,289082
1768,2017,MI,4,2808
1769,2017,MI,5,278902
1770,2018,MI,0,7818588
1771,2018,MI,1,1375424
1772,2018,MI,2,53235
1773,2018,MI,3,304403
1774,2018,MI,4,2979
1775,2018,MI,5,283718
1776,2019,MI,0,7813755
1777,2019,MI,1,1374314
1778,2019,MI,2,53316
1779,2019,MI,3,311721
1780,2019,MI,4,3099
1781,2019,MI,5,291259
1782,2020,MI,0,7735902
1783,2020,MI,1,1360149
1784,2020,MI,2,50035
1785,2020,MI,3,316844
1786,2020,MI,4,3117
1787,2020,MI,5,376280
1788,2021,MI,0,7715291
1789,2021,MI,1,1368177
1790,2021,MI,2,48361
1791,2021,MI,3,322218
1792,2021,MI,4,2915
1793,2021,MI,5,463369
1794,2009,MN,0,4551190
1795,2009,MN,1,224453
1796,2009,MN,2,54446
1797,2009,MN,3,186491
1798,2009,MN,4,2297
1799,2009,MN,5,93182
1800,2010,MN,0,4539826
1801,2010,MN,1,257165
1802,2010,MN,2,55370
1803,2010,MN,3,204202
1804,2010,MN,4,2135
1805,2010,MN,5,107609
1806,2011,MN,0,4556910
1807,2011,MN,1,264751
1808,2011,MN,2,57271
1809,2011,MN,3,208315
1810,2011,MN,4,2129
1811,2011,MN,5,116735
1812,2012,MN,0,4570137
1813,2012,MN,1,271953
1814,2012,MN,2,56770
1815,2012,MN,3,216159
1816,2012,MN,4,2087
1817,2012,MN,5,124354
1818,2013,MN,0,4575991
1819,2013,MN,1,279944
1820,2013,MN,2,57479
1821,2013,MN,3,222761
1822,2013,MN,4,2259
1823,2013,MN,5,132033
1824,2014,MN,0,4585781
1825,2014,MN,1,290545
1826,2014,MN,2,56490
1827,2014,MN,3,230798
1828,2014,MN,4,2166
1829,2014,MN,5,139018
1830,2015,MN,0,4594367
1831,2015,MN,1,299176
1832,2015,MN,2,56561
1833,2015,MN,3,240786
1834,2015,MN,4,1970
1835,2015,MN,5,144226
1836,2016,MN,0,4597525
1837,2016,MN,1,310853
1838,2016,MN,2,56904
1839,2016,MN,3,246819
1840,2016,MN,4,1969
1841,2016,MN,5,148502
1842,2017,MN,0,4598252
1843,2017,MN,1,326953
1844,2017,MN,2,57566
1845,2017,MN,3,255935
1846,2017,MN,4,1976
1847,2017,MN,5,154444
1848,2018,MN,0,4606044
1849,2018,MN,1,342186
1850,2018,MN,2,58982
1851,2018,MN,3,262359
1852,2018,MN,4,2187
1853,2018,MN,5,157767
1854,2019,MN,0,4609049
1855,2019,MN,1,356515
1856,2019,MN,2,58011
1857,2019,MN,3,268181
1858,2019,MN,4,2194
1859,2019,MN,5,165396
1860,2020,MN,0,4572149
1861,2020,MN,1,359817
1862,2020,MN,2,54558
1863,2020,MN,3,275242
1864,2020,MN,4,2201
1865,2020,MN,5,217451
1866,2021,MN,0,4576758
1867,2021,MN,1,376406
1868,2021,MN,2,52695
1869,2021,MN,3,283382
1870,2021,MN,4,2338
1871,2021,MN,5,258882
1872,2009,MO,0,4955606
1873,2009,MO,1,658633
1874,2009,MO,2,23624
1875,2009,MO,3,85215
1876,2009,MO,4,4505
1877,2009,MO,5,115851
1878,2010,MO,0,4938222
1879,2010,MO,1,679062
1880,2010,MO,2,22829
1881,2010,MO,3,92147
1882,2010,MO,4,5201
1883,2010,MO,5,123752
1884,2011,MO,0,4957147
1885,2011,MO,1,686044
1886,2011,MO,2,22509
1887,2011,MO,3,93632
1888,2011,MO,4,5725
1889,2011,MO,5,130116
1890,2012,MO,0,4972530
1891,2012,MO,1,689683
1892,2012,MO,2,22704
1893,2012,MO,3,96035
1894,2012,MO,4,5812
1895,2012,MO,5,134300
1896,2013,MO,0,4984653
1897,2013,MO,1,691128
1898,2013,MO,2,22781
1899,2013,MO,3,98962
1900,2013,MO,4,6263
1901,2013,MO,5,139240
1902,2014,MO,0,4991914
1903,2014,MO,1,695813
1904,2014,MO,2,24269
1905,2014,MO,3,101772
1906,2014,MO,4,5983
1907,2014,MO,5,144268
1908,2015,MO,0,4995527
1909,2015,MO,1,697022
1910,2015,MO,2,24951
1911,2015,MO,3,106537
1912,2015,MO,4,6161
1913,2015,MO,5,147645
1914,2016,MO,0,5000875
1915,2016,MO,1,701896
1916,2016,MO,2,25641
1917,2016,MO,3,107953
1918,2016,MO,4,6479
1919,2016,MO,5,148041
1920,2017,MO,0,5004537
1921,2017,MO,1,703061
1922,2017,MO,2,25933
1923,2017,MO,3,112959
1924,2017,MO,4,6336
1925,2017,MO,5,151390
1926,2018,MO,0,5008342
1927,2018,MO,1,704896
1928,2018,MO,2,26952
1929,2018,MO,3,116720
1930,2018,MO,4,6662
1931,2018,MO,5,155328
1932,2019,MO,0,5015904
1933,2019,MO,1,701334
1934,2019,MO,2,27084
1935,2019,MO,3,120654
1936,2019,MO,4,8231
1937,2019,MO,5,160368
1938,2020,MO,0,4978046
1939,2020,MO,1,698043
1940,2020,MO,2,24274
1941,2020,MO,3,123810
1942,2020,MO,4,8887
1943,2020,MO,5,214318
1944,2021,MO,0,4930466
1945,2021,MO,1,695678
1946,2021,MO,2,19904
1947,2021,MO,3,123406
1948,2021,MO,4,8468
1949,2021,MO,5,279528
1950,2009,MS,0,1752786
1951,2009,MS,1,1081589
1952,2009,MS,2,12829
1953,2009,MS,3,24655
1954,2009,MS,4,816
1955,2009,MS,5,27624
1956,2010,MS,0,1761910
1957,2010,MS,1,1088270
1958,2010,MS,2,13610
1959,2010,MS,3,24691
1960,2010,MS,4,636
1961,2010,MS,5,29446
1962,2011,MS,0,1767875
1963,2011,MS,1,1094596
1964,2011,MS,2,13775
1965,2011,MS,3,25807
1966,2011,MS,4,579
1967,2011,MS,5,31426
1968,2012,MS,0,1768530
1969,2012,MS,1,1101849
1970,2012,MS,2,13344
1971,2012,MS,3,26403
1972,2012,MS,4,345
1973,2012,MS,5,33496
1974,2013,MS,0,1769766
1975,2013,MS,1,1106982
1976,2013,MS,2,13030
1977,2013,MS,3,27646
1978,2013,MS,4,274
1979,2013,MS,5,34508
1980,2014,MS,0,1769693
1981,2014,MS,1,1113652
1982,2014,MS,2,13056
1983,2014,MS,3,28067
1984,2014,MS,4,365
1985,2014,MS,5,34426
1986,2015,MS,0,1768174
1987,2015,MS,1,1116457
1988,2015,MS,2,12896
1989,2015,MS,3,28900
1990,2015,MS,4,409
1991,2015,MS,5,35334
1992,2016,MS,0,1764038
1993,2016,MS,1,1121327
1994,2016,MS,2,13072
1995,2016,MS,3,28562
1996,2016,MS,4,492
1997,2016,MS,5,35367
1998,2017,MS,0,1755471
1999,2017,MS,1,1122576
2000,2017,MS,2,13258
2001,2017,MS,3,28859
2002,2017,MS,4,597
2003,2017,MS,5,37929
2004,2018,MS,0,1751193
2005,2018,MS,1,1125834
2006,2018,MS,2,13689
2007,2018,MS,3,28313
2008,2018,MS,4,707
2009,2018,MS,5,40193
2010,2019,MS,0,1743217
2011,2019,MS,1,1125623
2012,2019,MS,2,14269
2013,2019,MS,3,29605
2014,2019,MS,4,680
2015,2019,MS,5,40296
2016,2020,MS,0,1729353
2017,2020,MS,1,1123545
2018,2020,MS,2,13951
2019,2020,MS,3,29742
2020,2020,MS,4,1215
2021,2020,MS,5,50030
2022,2021,MS,0,1701989
2023,2021,MS,1,1113414
2024,2021,MS,2,13357
2025,2021,MS,3,29092
2026,2021,MS,4,1129
2027,2021,MS,5,69989
2028,2009,MT,0,856153
2029,2009,MT,1,5283
