incident_id,incident_year,incident_date,jurisdiction_id,state_abbr,offender_race_id,offender_count,victim_count
150710,2011,2011-06-18,0,CA,0,1,1
150711,2011,2011-07-18,0,CA,3,1,1
150712,2011,2011-05-29,0,CA,6,0,1
150713,2011,2011-11-19,0,CA,0,4,2
150714,2011,2011-12-25,0,CA,6,0,1
150715,2011,2011-03-23,0,CA,0,1,1
150716,2011,2011-12-12,0,CA,6,0,1
150717,2011,2011-04-23,0,CA,6,0,1
150718,2011,2011-04-25,0,CA,6,0,1
150719,2011,2011-01-26,7,CA,1,1,1
150720,2011,2011-04-17,7,CA,1,1,1
150721,2011,2011-04-01,7,CA,1,1,1
150722,2011,2011-07-25,7,CA,1,1,1
150723,2011,2011-09-07,7,CA,0,1,2
150724,2011,2011-07-31,0,CA,6,0,1
150725,2011,2011-09-22,0,CA,0,1,1
150726,2011,2011-03-26,0,CA,0,2,1
150727,2011,2011-04-10,0,CA,0,1,1
150728,2011,2011-07-19,0,CA,6,0,1
150729,2011,2011-08-10,0,CA,6,0,1
150730,2011,2011-04-07,0,CA,0,3,2
150731,2011,2011-06-13,0,CA,0,3,1
150732,2011,2011-03-11,0,CA,6,0,1
150733,2011,2011-07-24,0,CA,0,1,1
150734,2011,2011-10-09,0,CA,6,0,1
150735,2011,2011-11-01,0,CA,0,1,1
150736,2011,2011-11-28,0,CA,6,0,1
150737,2011,2011-01-26,0,CA,6,0,2
150738,2011,2011-08-25,0,CA,0,1,1
150739,2011,2011-11-26,0,CA,0,2,1
150740,2011,2011-08-07,0,CA,1,2,1
150741,2011,2011-11-18,0,CA,5,3,1
150742,2011,2011-06-18,0,CA,0,3,1
150743,2011,2011-05-20,0,CA,6,0,1
150744,2011,2011-10-14,0,CA,0,15,1
150745,2011,2011-05-21,0,CA,6,0,1
150746,2011,2011-02-04,0,CA,6,0,1
150747,2011,2011-02-05,0,CA,6,0,1
150748,2011,2011-02-21,0,CA,6,0,1
150749,2011,2011-07-24,0,CA,0,1,1
150750,2011,2011-08-11,0,CA,6,0,1
150751,2011,2011-10-31,0,CA,1,2,2
150752,2011,2011-01-07,0,CA,0,1,1
150753,2011,2011-02-25,0,CA,1,1,2
150754,2011,2011-02-06,0,CA,0,3,2
150755,2011,2011-02-20,0,CA,6,0,1
150756,2011,2011-03-15,0,CA,0,4,1
150757,2011,2011-02-19,0,CA,0,1,2
150758,2011,2011-03-11,0,CA,6,0,1
150759,2011,2011-03-29,0,CA,0,1,2
150760,2011,2011-04-21,0,CA,1,1,1
150761,2011,2011-04-01,0,CA,0,2,1
150762,2011,2011-04-29,0,CA,0,1,1
150763,2011,2011-05-05,0,CA,0,1,1
150764,2011,2011-04-15,0,CA,0,1,1
150765,2011,2011-04-17,0,CA,0,1,1
150766,2011,2011-04-08,0,CA,6,0,1
150767,2011,2011-04-17,0,CA,0,1,1
150768,2011,2011-04-16,0,CA,6,0,1
150769,2011,2011-05-20,0,CA,6,1,1
150770,2011,2011-05-16,0,CA,0,1,1
150771,2011,2011-05-28,0,CA,0,3,1
150772,2011,2011-05-18,0,CA,0,2,1
150773,2011,2011-06-14,0,CA,0,2,1
150774,2011,2011-06-23,0,CA,0,2,1
150775,2011,2011-01-03,0,CA,0,1,1
150776,2011,2011-01-09,0,CA,6,1,2
150777,2011,2011-01-16,0,CA,6,0,1
150778,2011,2011-01-09,0,CA,6,0,1
150779,2011,2011-01-19,0,CA,6,0,1
150780,2011,2011-01-01,0,CA,6,1,1
150781,2011,2011-01-21,0,CA,1,3,1
150782,2011,2011-01-01,0,CA,6,0,1
150783,2011,2011-01-26,0,CA,1,1,1
150784,2011,2011-02-14,0,CA,0,1,1
150785,2011,2011-02-06,0,CA,1,1,1
150786,2011,2011-02-12,0,CA,6,0,1
150787,2011,2011-03-15,0,CA,0,4,1
150788,2011,2011-03-19,0,CA,0,2,1
150789,2011,2011-03-30,0,CA,6,0,1
150790,2011,2011-03-22,0,CA,0,2,1
150791,2011,2011-04-04,0,CA,6,0,1
150792,2011,2011-03-30,0,CA,6,0,1
150793,2011,2011-03-18,0,CA,6,0,1
150794,2011,2011-03-29,0,CA,0,1,1
150795,2011,2011-03-13,0,CA,6,0,1
150796,2011,2011-03-21,0,CA,0,1,1
150797,2011,2011-03-03,0,CA,0,1,1
150798,2011,2011-04-24,0,CA,6,0,1
150799,2011,2011-04-19,0,CA,6,0,1
150800,2011,2011-04-14,0,CA,6,1,1
150801,2011,2011-03-31,0,CA,6,1,1
150802,2011,2011-05-23,0,CA,6,0,1
150803,2011,2011-05-01,0,CA,1,1,1
150804,2011,2011-06-06,0,CA,0,1,1
150805,2011,2011-06-12,0,CA,0,2,1
150806,2011,2011-06-15,0,CA,0,2,2
150807,2011,2011-06-30,0,CA,0,2,1
150808,2011,2011-06-27,0,CA,0,1,1
150809,2011,2011-07-02,0,CA,0,1,2
150810,2011,2011-06-04,0,CA,0,1,1
150811,2011,2011-06-13,0,CA,6,0,1
150812,2011,2011-07-29,0,CA,6,0,1
150813,2011,2011-08-04,0,CA,0,3,1
150814,2011,2011-08-11,0,CA,0,1,1
150815,2011,2011-07-09,0,CA,0,2,1
150816,2011,2011-08-09,0,CA,0,1,1
150817,2011,2011-08-03,0,CA,0,2,1
150818,2011,2011-08-21,0,CA,1,1,1
150819,2011,2011-08-20,0,CA,0,1,1
150820,2011,2011-09-06,0,CA,0,2,1
150821,2011,2011-09-14,0,CA,0,2,1
150822,2011,2011-04-29,0,CA,6,0,1
150823,2011,2011-04-03,0,CA,6,0,1
150824,2011,2011-05-18,0,CA,6,0,1
150825,2011,2011-05-15,0,CA,6,0,1
150826,2011,2011-05-26,0,CA,0,1,1
150827,2011,2011-05-29,0,CA,6,0,1
150828,2011,2011-05-28,0,CA,6,0,1
150829,2011,2011-05-30,0,CA,6,0,1
150830,2011,2011-05-05,0,CA,0,2,2
150831,2011,2011-05-28,0,CA,6,0,1
150832,2011,2011-05-31,0,CA,6,0,1
150833,2011,2011-06-10,0,CA,6,0,1
150834,2011,2011-06-15,0,CA,6,0,2
150835,2011,2011-06-20,0,CA,6,0,2
150836,2011,2011-06-11,0,CA,0,2,2
150837,2011,2011-07-12,0,CA,6,0,1
150838,2011,2011-06-16,0,CA,6,0,1
150839,2011,2011-06-25,0,CA,1,1,4
150840,2011,2011-07-24,0,CA,0,3,1
150841,2011,2011-07-22,0,CA,1,1,1
150842,2011,2011-08-22,0,CA,0,1,1
150843,2011,2011-09-22,0,CA,0,4,1
150844,2011,2011-08-30,0,CA,0,1,1
150845,2011,2011-09-27,0,CA,6,0,1
150846,2011,2011-11-11,0,CA,1,2,1
150847,2011,2011-11-26,0,CA,6,0,1
150848,2011,2011-11-25,0,CA,0,1,1
150849,2011,2011-11-11,0,CA,0,3,1
150850,2011,2011-12-11,0,CA,0,1,4
150851,2011,2011-02-25,0,CA,6,1,1
150852,2011,2011-02-19,0,CA,0,1,1
150853,2011,2011-04-08,0,CA,6,1,1
150854,2011,2011-03-13,0,CA,0,1,1
150855,2011,2011-05-07,0,CA,0,1,1
150856,2011,2011-05-22,0,CA,0,3,1
150857,2011,2011-05-21,0,CA,6,0,1
150858,2011,2011-05-28,0,CA,0,1,1
150859,2011,2011-06-18,0,CA,0,1,2
150860,2011,2011-06-11,0,CA,0,1,1
150861,2011,2011-06-29,0,CA,1,1,1
150862,2011,2011-07-17,0,CA,0,1,1
150863,2011,2011-07-07,0,CA,0,1,1
150864,2011,2011-07-15,0,CA,6,0,1
150865,2011,2011-07-22,0,CA,6,0,1
150866,2011,2011-07-23,0,CA,6,0,1
150867,2011,2011-07-20,0,CA,6,0,1
150868,2011,2011-07-22,0,CA,6,1,1
150869,2011,2011-08-14,0,CA,0,1,1
150870,2011,2011-08-22,0,CA,6,2,1
150871,2011,2011-08-11,0,CA,0,1,1
150872,2011,2011-08-23,0,CA,6,0,1
150873,2011,2011-08-27,0,CA,1,1,1
150874,2011,2011-08-22,0,CA,6,0,1
150875,2011,2011-08-05,0,CA,6,1,1
150876,2011,2011-08-19,0,CA,0,2,1
150877,2011,2011-08-02,0,CA,1,1,1
150878,2011,2011-08-13,0,CA,6,0,1
150879,2011,2011-08-30,0,CA,6,1,1
150880,2011,2011-09-05,0,CA,1,1,1
150881,2011,2011-08-11,0,CA,6,0,1
150882,2011,2011-08-13,0,CA,0,2,1
150883,2011,2011-08-13,0,CA,0,1,1
150884,2011,2011-08-30,0,CA,6,0,1
150885,2011,2011-09-21,0,CA,0,1,1
150886,2011,2011-09-16,0,CA,0,1,1
150887,2011,2011-10-01,0,CA,6,0,1
150888,2011,2011-09-15,0,CA,0,1,1
150889,2011,2011-09-09,0,CA,1,1,2
150890,2011,2011-10-07,0,CA,1,1,1
150891,2011,2011-09-29,0,CA,6,0,1
150892,2011,2011-10-21,0,CA,1,2,1
150893,2011,2011-10-29,0,CA,0,1,1
150894,2011,2011-10-14,0,CA,1,1,1
150895,2011,2011-10-07,0,CA,1,1,2
150896,2011,2011-10-07,0,CA,1,1,2
150897,2011,2011-11-01,0,CA,0,1,1
150898,2011,2011-10-12,0,CA,0,1,1
150899,2011,2011-10-16,0,CA,0,1,1
150900,2011,2011-10-05,0,CA,6,0,1
150901,2011,2011-11-01,0,CA,6,0,1
150902,2011,2011-11-11,0,CA,6,0,1
150903,2011,2011-11-07,0,CA,3,1,4
150904,2011,2011-11-04,0,CA,6,0,1
150905,2011,2011-11-29,0,CA,6,0,1
150906,2011,2011-11-05,0,CA,6,1,1
150907,2011,2011-11-12,0,CA,6,0,1
150908,2011,2011-12-01,0,CA,6,0,1
150909,2011,2011-11-15,0,CA,6,1,1
150910,2011,2011-11-26,0,CA,0,3,2
150911,2011,2011-11-23,0,CA,0,2,2
150912,2011,2011-12-12,0,CA,6,2,1
150913,2011,2011-12-28,0,CA,6,0,1
150914,2011,2011-12-03,0,CA,6,0,1
150915,2011,2011-12-07,0,CA,6,0,1
150916,2011,2011-12-27,0,CA,6,0,1
150917,2011,2011-12-12,0,CA,6,0,1
150918,2011,2011-12-24,0,CA,6,2,1
150919,2011,2011-12-02,0,CA,5,1,2
150920,2011,2011-12-01,0,CA,6,0,1
150921,2011,2011-12-01,0,CA,6,0,1
150922,2011,2011-09-13,0,CA,6,0,1
150923,2011,2011-07-01,0,CA,0,1,1
150924,2011,2011-07-18,0,CA,6,0,1
150925,2011,2011-01-22,0,CA,6,0,1
150926,2011,2011-02-23,0,CA,0,1,1
150927,2011,2011-08-04,0,CA,6,1,1
150928,2011,2011-09-10,0,CA,0,1,1
150929,2011,2011-01-04,0,CA,6,0,1
150930,2011,2011-01-01,0,CA,6,0,1
150931,2011,2011-05-15,0,CA,6,0,1
150932,2011,2011-06-04,0,CA,0,1,1
150933,2011,2011-06-24,0,CA,0,4,5
150934,2011,2011-06-28,0,CA,6,0,1
150935,2011,2011-07-04,0,CA,0,2,2
150936,2011,2011-07-08,0,CA,0,1,1
150937,2011,2011-07-09,0,CA,1,1,1
150938,2011,2011-07-30,0,CA,0,1,1
150939,2011,2011-08-01,0,CA,0,1,1
150940,2011,2011-05-16,0,CA,0,1,1
150941,2011,2011-09-24,0,CA,6,0,1
150942,2011,2011-08-05,0,CA,0,1,1
150943,2011,2011-01-11,0,CA,0,1,1
150944,2011,2011-02-17,0,CA,6,0,1
150945,2011,2011-04-19,0,CA,6,0,1
150946,2011,2011-05-19,0,CA,0,1,1
150947,2011,2011-09-12,0,CA,6,0,1
150948,2011,2011-01-30,0,CA,6,0,1
150949,2011,2011-04-30,0,CA,6,0,1
150950,2011,2011-04-18,0,CA,6,0,1
150951,2011,2011-04-07,0,CA,0,1,1
150952,2011,2011-11-04,0,CA,6,0,1
150953,2011,2011-12-27,0,CA,0,1,1
150954,2011,2011-05-04,0,CA,0,2,1
150955,2011,2011-08-14,0,CA,0,4,1
150956,2011,2011-05-31,0,CA,0,1,1
150957,2011,2011-07-21,0,CA,6,1,1
150958,2011,2011-04-23,0,CA,0,1,1
150959,2011,2011-01-10,0,CA,6,0,1
150960,2011,2011-04-18,0,CA,0,1,1
150961,2011,2011-04-18,0,CA,6,0,1
150962,2011,2011-04-22,0,CA,1,1,1
150963,2011,2011-03-01,0,CA,0,1,1
150964,2011,2011-08-11,0,CA,6,0,4
150965,2011,2011-05-02,0,CA,6,0,1
150966,2011,2011-05-02,0,CA,6,0,1
150967,2011,2011-05-02,0,CA,6,0,1
150968,2011,2011-05-02,0,CA,6,0,1
150969,2011,2011-05-07,0,CA,6,0,1
150970,2011,2011-01-30,0,CA,6,0,1
150971,2011,2011-02-10,5,CA,6,0,1
150972,2011,2011-04-25,5,CA,6,0,1
150973,2011,2011-03-11,5,CA,6,0,1
150974,2011,2011-04-14,5,CA,6,0,1
150975,2011,2011-05-11,5,CA,6,0,1
150976,2011,2011-10-09,5,CA,6,0,1
150977,2011,2011-04-08,0,CA,6,0,1
150978,2011,2011-03-15,0,CA,6,0,1
150979,2011,2011-04-29,0,CA,6,0,1
150980,2011,2011-06-03,0,CA,6,0,1
150981,2011,2011-06-26,0,CA,6,0,1
150982,2011,2011-08-25,0,CA,6,0,1
150983,2011,2011-10-17,0,CA,1,1,1
150984,2011,2011-11-29,0,CA,6,0,1
150985,2011,2011-10-02,0,CA,0,3,1
150986,2011,2011-04-23,5,CA,0,1,1
150987,2011,2011-02-11,1,CA,6,1,1
150988,2011,2011-04-03,0,CA,0,1,1
150989,2011,2011-04-07,0,CA,0,1,1
150990,2011,2011-04-20,0,CA,5,2,1
150991,2011,2011-02-13,0,CA,0,1,1
150992,2011,2011-04-09,0,CA,0,1,1
150993,2011,2011-03-20,0,CA,0,1,2
150994,2011,2011-02-13,1,CA,0,1,1
150995,2011,2011-08-20,1,CA,2,3,1
150996,2011,2011-01-07,0,CA,0,2,1
150997,2011,2011-01-18,1,CA,6,0,1
150998,2011,2011-06-15,1,CA,0,1,1
150999,2011,2011-12-28,1,CA,0,1,1
151000,2011,2011-02-14,0,CA,6,0,1
151001,2011,2011-04-01,0,CA,6,0,1
151002,2011,2011-08-14,0,CA,0,2,1
151003,2011,2011-08-12,0,CA,0,1,1
151004,2011,2011-04-06,0,CA,1,1,1
151005,2011,2011-10-24,0,CA,6,1,1
151006,2011,2011-03-07,0,CA,0,1,3
151007,2011,2011-10-08,0,CA,6,0,1
151008,2011,2011-10-08,0,CA,6,0,10
151009,2011,2011-05-19,0,CA,6,0,1
151010,2011,2011-04-06,1,CA,0,3,1
151011,2011,2011-01-11,0,CA,0,1,1
151012,2011,2011-03-08,0,CA,6,1,2
151013,2011,2011-07-05,0,CA,0,3,1
151014,2011,2011-07-31,0,CA,0,2,1
151015,2011,2011-12-08,0,CA,0,1,1
151016,2011,2011-06-17,0,CA,0,1,1
151017,2011,2011-03-05,0,CA,0,1,2
151018,2011,2011-03-14,0,CA,6,0,1
151019,2011,2011-04-26,0,CA,6,0,1
151020,2011,2011-04-12,0,CA,6,0,1
151021,2011,2011-10-02,0,CA,6,0,1
151022,2011,2011-09-12,0,CA,6,0,1
151023,2011,2011-09-15,0,CA,6,0,1
151024,2011,2011-07-26,0,CA,0,1,1
151025,2011,2011-09-04,0,CA,0,5,2
151026,2011,2011-01-10,0,CA,0,2,1
151027,2011,2011-05-05,0,CA,0,1,1
151028,2011,2011-05-08,0,CA,6,1,1
151029,2011,2011-06-20,0,CA,0,1,1
151030,2011,2011-01-21,0,CA,0,1,1
151031,2011,2011-03-12,0,CA,0,1,1
151032,2011,2011-05-29,0,CA,6,0,1
151033,2011,2011-02-16,0,CA,6,0,1
151034,2011,2011-04-16,0,CA,0,3,1
151035,2011,2011-04-26,0,CA,0,1,1
151036,2011,2011-05-28,0,CA,0,1,1
151037,2011,2011-07-01,0,CA,6,0,1
151038,2011,2011-06-18,0,CA,0,2,2
151039,2011,2011-10-03,0,CA,0,1,1
151040,2011,2011-10-04,0,CA,0,1,1
151041,2011,2011-12-07,0,CA,0,1,1
151042,2011,2011-07-02,0,CA,0,1,1
151043,2011,2011-07-17,0,CA,0,1,1
151044,2011,2011-10-21,0,CA,0,1,1
151045,2011,2011-05-07,0,CA,6,0,1
151046,2011,2011-09-17,0,CA,6,0,1
151047,2011,2011-05-28,0,CA,6,0,1
151048,2011,2011-09-11,0,CA,6,0,1
151049,2011,2011-04-07,0,CA,0,4,4
151050,2011,2011-08-19,0,CA,0,1,2
151051,2011,2011-12-27,0,CA,0,1,1
151052,2011,2011-08-05,0,CA,6,0,2
151053,2011,2011-02-04,0,CA,0,5,1
151054,2011,2011-05-22,0,CA,0,1,1
151055,2011,2011-01-10,0,CA,6,0,1
151056,2011,2011-02-21,0,CA,6,0,2
151057,2011,2011-03-05,0,CA,6,0,1
151058,2011,2011-05-12,0,CA,6,0,1
151059,2011,2011-06-15,0,CA,0,2,1
151060,2011,2011-06-29,0,CA,0,1,2
151061,2011,2011-08-03,0,CA,0,1,1
151062,2011,2011-11-06,0,CA,3,1,1
151063,2011,2011-11-02,0,CA,0,1,1
151064,2011,2011-12-04,0,CA,0,1,1
151065,2011,2011-03-23,0,CA,0,4,1
151066,2011,2011-05-26,0,CA,0,1,2
151067,2011,2011-06-30,0,CA,0,1,1
151068,2011,2011-02-01,0,CA,6,0,1
151069,2011,2011-08-20,0,CA,6,0,1
151070,2011,2011-09-20,0,CA,6,1,1
151071,2011,2011-09-20,0,CA,0,1,2
151072,2011,2011-09-30,0,CA,0,1,1
151073,2011,2011-10-04,0,CA,6,0,1
151074,2011,2011-08-01,0,CA,0,2,1
151075,2011,2011-12-25,0,CA,0,3,3
151076,2011,2011-01-10,0,CA,6,0,1
151077,2011,2011-01-14,0,CA,6,0,1
151078,2011,2011-03-25,0,CA,0,1,2
151079,2011,2011-03-24,0,CA,6,1,1
151080,2011,2011-06-12,0,CA,3,1,1
151081,2011,2011-09-20,0,CA,3,1,1
151082,2011,2011-03-27,0,CA,6,2,2
151083,2011,2011-07-11,0,CA,6,0,1
151084,2011,2011-07-07,0,CA,6,3,1
151085,2011,2011-12-16,0,CA,6,0,1
151086,2011,2011-12-09,0,CA,0,1,1
151087,2011,2011-07-06,0,CA,6,0,2
151088,2011,2011-07-09,0,CA,0,2,1
151089,2011,2011-03-31,0,CA,6,0,1
151090,2011,2011-02-04,1,CA,0,1,1
151091,2011,2011-01-20,1,CA,6,0,2
151092,2011,2011-05-12,1,CA,6,0,1
151093,2011,2011-10-06,1,CA,6,0,1
151094,2011,2011-03-02,1,CA,0,1,1
151095,2011,2011-10-17,1,CA,0,1,1
151096,2011,2011-01-10,0,CA,0,1,1
151097,2011,2011-01-20,0,CA,6,0,1
151098,2011,2011-03-10,0,CA,0,2,2
151099,2011,2011-04-01,0,CA,0,2,1
151100,2011,2011-05-10,0,CA,0,1,1
151101,2011,2011-01-26,0,CA,0,1,1
151102,2011,2011-09-20,0,CA,0,3,4
151103,2011,2011-09-12,0,CA,0,2,1
151104,2011,2011-04-06,0,CA,0,1,1
151105,2011,2011-01-09,0,CA,0,1,2
151106,2011,2011-06-26,0,CA,6,0,6
151107,2011,2011-04-18,0,CA,6,0,2
151108,2011,2011-03-01,0,CA,0,1,1
151109,2011,2011-01-31,0,CA,6,0,1
151110,2011,2011-01-31,0,CA,6,0,1
151111,2011,2011-02-21,0,CA,6,0,2
151112,2011,2011-10-15,0,CA,1,2,1
151113,2011,2011-11-18,0,CA,0,2,1
151114,2011,2011-11-30,0,CA,1,1,1
151115,2011,2011-11-30,0,CA,0,1,1
151116,2011,2011-06-16,0,CA,6,0,1
151117,2011,2011-06-20,0,CA,6,0,1
151118,2011,2011-09-05,0,CA,1,3,2
151119,2011,2011-01-20,0,CA,0,3,2
151120,2011,2011-01-07,0,CA,0,1,1
151121,2011,2011-02-16,0,CA,6,0,1
151122,2011,2011-03-24,0,CA,0,1,1
151123,2011,2011-04-19,0,CA,0,1,1
151124,2011,2011-05-07,0,CA,0,1,1
151125,2011,2011-05-03,0,CA,6,0,1
151126,2011,2011-02-25,0,CA,6,1,1
151127,2011,2011-06-28,0,CA,1,5,1
151128,2011,2011-07-30,0,CA,0,1,1
151129,2011,2011-07-18,0,CA,0,2,1
151130,2011,2011-08-30,0,CA,5,3,1
151131,2011,2011-08-11,0,CA,6,0,1
151132,2011,2011-08-01,0,CA,6,0,1
151133,2011,2011-09-04,0,CA,6,0,1
151134,2011,2011-10-08,0,CA,0,1,1
151135,2011,2011-11-02,0,CA,0,6,1
151136,2011,2011-09-24,0,CA,1,1,1
151137,2011,2011-09-06,0,CA,1,3,1
151138,2011,2011-12-03,0,CA,0,1,2
151139,2011,2011-12-09,0,CA,0,2,1
151140,2011,2011-12-11,0,CA,6,0,1
151141,2011,2011-12-18,0,CA,0,1,1
151142,2011,2011-08-25,0,CA,0,2,2
151143,2011,2011-07-02,0,CA,1,2,2
151144,2011,2011-02-06,0,CA,6,0,5
151145,2011,2011-11-22,0,CA,6,0,1
151146,2011,2011-04-12,0,CA,6,0,1
151147,2011,2011-06-12,0,CA,6,0,1
151148,2011,2011-08-15,0,CA,6,3,1
151149,2011,2011-12-04,0,CA,6,0,1
151150,2011,2011-10-02,0,CA,6,0,1
151151,2011,2011-05-30,0,CA,6,0,1
151152,2011,2011-11-08,0,CA,1,1,1
151153,2011,2011-02-27,0,CA,6,0,5
151154,2011,2011-01-08,0,CA,6,0,1
151155,2011,2011-03-17,0,CA,6,0,2
151156,2011,2011-04-09,0,CA,6,0,1
151157,2011,2011-12-28,0,CA,0,3,1
151158,2011,2011-10-17,5,CA,6,0,1
151159,2011,2011-01-28,5,CA,6,0,1
151160,2011,2011-03-17,0,CA,0,1,2
151161,2011,2011-03-26,0,CA,0,3,1
151162,2011,2011-05-21,0,CA,0,2,2
151163,2011,2011-12-20,0,CA,0,1,1
151164,2011,2011-01-15,1,CA,1,15,3
151165,2011,2011-04-27,1,CA,6,0,1
151166,2011,2011-02-24,1,CA,0,2,1
151167,2011,2011-10-17,1,CA,6,0,2
151168,2011,2011-05-17,1,CA,0,1,1
151169,2011,2011-07-05,1,CA,6,0,1
151170,2011,2011-09-22,1,CA,3,1,1
151171,2011,2011-10-23,1,CA,1,2,1
151172,2011,2011-12-16,1,CA,6,0,2
151173,2011,2011-09-20,1,CA,0,1,2
151174,2011,2011-01-06,0,CA,6,0,2
151175,2011,2011-01-05,0,CA,6,0,1
151176,2011,2011-03-15,0,CA,1,1,1
151177,2011,2011-03-27,0,CA,6,0,1
151178,2011,2011-05-01,0,CA,6,0,1
151179,2011,2011-03-18,0,CA,0,1,1
151180,2011,2011-02-22,0,CA,6,1,1
151181,2011,2011-04-22,0,CA,1,1,1
151182,2011,2011-06-30,0,CA,1,1,1
151183,2011,2011-07-11,0,CA,6,0,1
151184,2011,2011-08-25,0,CA,0,1,2
151185,2011,2011-05-13,0,CA,0,1,1
151186,2011,2011-02-11,0,CA,1,1,1
151187,2011,2011-10-26,0,CA,6,0,1
151188,2011,2011-09-17,0,CA,1,1,2
151189,2011,2011-11-05,0,CA,6,0,1
151190,2011,2011-11-08,0,CA,0,1,1
151191,2011,2011-07-13,0,CA,0,6,1
151192,2011,2011-04-19,0,CA,6,0,1
151193,2011,2011-09-25,0,CA,0,1,1
151194,2011,2011-01-19,5,CA,1,1,1
151195,2011,2011-05-29,1,CA,0,1,1
151196,2011,2011-07-30,1,CA,0,1,1
151197,2011,2011-08-16,0,CA,6,0,1
151198,2011,2011-07-15,0,CA,6,0,1
151199,2011,2011-03-24,0,CA,6,0,1
151200,2011,2011-06-01,0,CA,6,0,1
151201,2011,2011-04-30,0,CA,6,0,1
151202,2011,2011-10-03,0,CA,0,3,1
151203,2011,2011-02-19,0,CA,0,1,2
151204,2011,2011-02-17,0,CA,1,1,1
151205,2011,2011-12-16,0,CA,0,1,1
151206,2011,2011-10-10,0,CA,1,10,1
151207,2011,2011-11-13,0,CA,0,2,1
151208,2011,2011-01-22,0,CA,6,0,2
151209,2011,2011-08-03,0,CA,6,0,1
151210,2011,2011-02-09,0,CA,1,2,1
151211,2011,2011-07-21,0,CA,1,1,1
151212,2011,2011-05-01,0,CA,0,1,2
151213,2011,2011-07-30,0,CA,0,1,1
151214,2011,2011-08-19,0,CA,6,0,1
151215,2011,2011-07-15,0,CA,0,2,1
151216,2011,2011-03-14,0,CA,0,1,1
151217,2011,2011-10-09,0,CA,0,1,1
151218,2011,2011-10-09,0,CA,6,0,1
151219,2011,2011-10-27,0,CA,0,1,1
151220,2011,2011-10-13,0,CA,0,1,1
151221,2011,2011-02-22,0,CA,0,1,1
151222,2011,2011-05-30,0,CA,6,0,1
151223,2011,2011-11-11,0,CA,6,0,1
151224,2011,2011-12-17,0,CA,6,0,1
151225,2011,2011-04-25,0,CA,0,2,1
151226,2011,2011-10-14,0,CA,0,1,1
151227,2011,2011-01-02,1,CA,6,0,3
151228,2011,2011-01-21,1,CA,0,1,1
151229,2011,2011-01-26,1,CA,0,2,1
151230,2011,2011-01-31,1,CA,0,1,1
151231,2011,2011-03-13,1,CA,1,1,1
151232,2011,2011-04-24,1,CA,0,1,1
151233,2011,2011-04-29,1,CA,1,2,1
151234,2011,2011-04-21,1,CA,6,0,1
151235,2011,2011-06-13,1,CA,6,0,1
151236,2011,2011-07-10,1,CA,0,1,1
151237,2011,2011-08-04,1,CA,6,0,1
151238,2011,2011-08-21,1,CA,5,1,1
151239,2011,2011-07-27,1,CA,0,1,1
151240,2011,2011-08-15,1,CA,0,1,1
151241,2011,2011-09-13,1,CA,0,1,1
151242,2011,2011-09-06,1,CA,0,3,4
151243,2011,2011-11-20,1,CA,0,1,1
151244,2011,2011-11-10,1,CA,6,0,1
151245,2011,2011-09-12,1,CA,6,0,1
151246,2011,2011-12-22,1,CA,6,0,1
151247,2011,2011-12-16,1,CA,2,2,2
151248,2011,2011-12-08,1,CA,6,1,1
151249,2011,2011-12-09,1,CA,6,0,1
151250,2011,2011-04-20,1,CA,0,5,2
151251,2011,2011-03-31,1,CA,6,0,3
151252,2011,2011-07-02,0,CA,0,2,1
151253,2011,2011-10-22,0,CA,6,1,1
151254,2011,2011-11-02,0,CA,0,1,1
151255,2011,2011-02-14,0,CA,6,0,1
151256,2011,2011-06-23,0,CA,6,1,1
151257,2011,2011-04-21,0,CA,0,1,2
151258,2011,2011-02-07,0,CA,6,1,1
151259,2011,2011-03-15,0,CA,0,1,1
151260,2011,2011-04-16,0,CA,0,1,1
151261,2011,2011-05-03,0,CA,0,1,1
151262,2011,2011-07-15,0,CA,0,2,1
151263,2011,2011-01-25,0,CA,3,1,1
151264,2011,2011-04-14,0,CA,6,0,1
151265,2011,2011-08-13,0,CA,0,1,1
151266,2011,2011-04-27,0,CA,0,1,1
151267,2011,2011-04-04,0,CA,0,3,1
151268,2011,2011-06-03,0,CA,0,3,1
151269,2011,2011-01-08,0,CA,0,2,1
151270,2011,2011-05-10,0,CA,0,3,1
151271,2011,2011-12-14,0,CA,6,0,1
151272,2011,2011-01-01,0,CA,6,0,1
151273,2011,2011-01-04,0,CA,5,2,1
151274,2011,2011-01-19,0,CA,0,3,1
151275,2011,2011-01-20,0,CA,1,2,1
151276,2011,2011-01-21,0,CA,0,2,1
151277,2011,2011-01-24,0,CA,6,0,1
151278,2011,2011-02-06,0,CA,3,1,1
151279,2011,2011-02-12,0,CA,5,4,2
151280,2011,2011-02-24,0,CA,1,3,1
151281,2011,2011-03-24,0,CA,0,1,1
151282,2011,2011-03-26,0,CA,0,1,1
151283,2011,2011-03-28,0,CA,1,1,1
151284,2011,2011-03-01,0,CA,0,4,1
151285,2011,2011-04-01,0,CA,6,0,1
151286,2011,2011-04-09,0,CA,0,1,1
151287,2011,2011-05-11,0,CA,6,0,1
151288,2011,2011-05-15,0,CA,6,0,1
151289,2011,2011-06-01,0,CA,0,1,1
151290,2011,2011-06-05,0,CA,6,0,1
